precision,recall
0.06443292514962562,1.0
0.06440949614344385,0.9996113486202876
0.06441110916330671,0.9996113486202876
0.06441272226396193,0.9996113486202876
0.06441433544541561,0.9996113486202876
0.06441594870767381,0.9996113486202876
0.0644175620507426,0.9996113486202876
0.06441917547462807,0.9996113486202876
0.06442078897933626,0.9996113486202876
0.06442240256487326,0.9996113486202876
0.06442401623124515,0.9996113486202876
0.064425629978458,0.9996113486202876
0.06442724380651788,0.9996113486202876
0.06442885771543086,0.9996113486202876
0.06443047170520304,0.9996113486202876
0.06443208577584048,0.9996113486202876
0.06443369992734925,0.9996113486202876
0.06443531415973544,0.9996113486202876
0.06443692847300514,0.9996113486202876
0.0644385428671644,0.9996113486202876
0.06444015734221932,0.9996113486202876
0.06444177189817599,0.9996113486202876
0.06444338653504046,0.9996113486202876
0.06444500125281884,0.9996113486202876
0.0644466160515172,0.9996113486202876
0.06444823093114163,0.9996113486202876
0.0644498458916982,0.9996113486202876
0.064451460933193,0.9996113486202876
0.06445307605563212,0.9996113486202876
0.06445469125902165,0.9996113486202876
0.06445630654336766,0.9996113486202876
0.06445792190867626,0.9996113486202876
0.06445953735495351,0.9996113486202876
0.06446115288220551,0.9996113486202876
0.06446276849043836,0.9996113486202876
0.06446438417965814,0.9996113486202876
0.06446599994987091,0.9996113486202876
0.06446761580108282,0.9996113486202876
0.06446923173329991,0.9996113486202876
0.0644708477465283,0.9996113486202876
0.06447246384077407,0.9996113486202876
0.06447408001604332,0.9996113486202876
0.06447569627234213,0.9996113486202876
0.06447731260967661,0.9996113486202876
0.06447892902805284,0.9996113486202876
0.06448054552747694,0.9996113486202876
0.06448216210795497,0.9996113486202876
0.06448377876949306,0.9996113486202876
0.06448539551209728,0.9996113486202876
0.06448701233577374,0.9996113486202876
0.06448862924052855,0.9996113486202876
0.06449024622636779,0.9996113486202876
0.06449186329329756,0.9996113486202876
0.06449348044132397,0.9996113486202876
0.06449509767045312,0.9996113486202876
0.06449671498069111,0.9996113486202876
0.06449833237204404,0.9996113486202876
0.06449994984451801,0.9996113486202876
0.06450156739811912,0.9996113486202876
0.06450318503285349,0.9996113486202876
0.0645048027487272,0.9996113486202876
0.06450642054574639,0.9996113486202876
0.06450803842391713,0.9996113486202876
0.06450965638324554,0.9996113486202876
0.06451127442373775,0.9996113486202876
0.06451289254539982,0.9996113486202876
0.06451451074823789,0.9996113486202876
0.06451612903225806,0.9996113486202876
0.06451774739746645,0.9996113486202876
0.06451936584386915,0.9996113486202876
0.06452098437147229,0.9996113486202876
0.06452260298028198,0.9996113486202876
0.0645242216703043,0.9996113486202876
0.06452584044154541,0.9996113486202876
0.0645274592940114,0.9996113486202876
0.06452907822770837,0.9996113486202876
0.06453069724264245,0.9996113486202876
0.06453231633881976,0.9996113486202876
0.0645339355162464,0.9996113486202876
0.06453555477492849,0.9996113486202876
0.06453717411487216,0.9996113486202876
0.06453879353608351,0.9996113486202876
0.06454041303856867,0.9996113486202876
0.06454203262233375,0.9996113486202876
0.06454365228738487,0.9996113486202876
0.06454527203372817,0.9996113486202876
0.06454689186136973,0.9996113486202876
0.06454851177031572,0.9996113486202876
0.06455013176057221,0.9996113486202876
0.06455175183214537,0.9996113486202876
0.06455337198504128,0.9996113486202876
0.0645549922192661,0.9996113486202876
0.06455661253482593,0.9996113486202876
0.06455823293172691,0.9996113486202876
0.06455985340997515,0.9996113486202876
0.06456147396957679,0.9996113486202876
0.06456309461053794,0.9996113486202876
0.06456471533286474,0.9996113486202876
0.06456633613656332,0.9996113486202876
0.06456795702163981,0.9996113486202876
0.06456957798810031,0.9996113486202876
0.06457119903595099,0.9996113486202876
0.06457282016519796,0.9996113486202876
0.06457444137584735,0.9996113486202876
0.06457606266790529,0.9996113486202876
0.06457768404137793,0.9996113486202876
0.06457930549627137,0.9996113486202876
0.06458092703259177,0.9996113486202876
0.06459065796082371,0.9996113486202876
0.06459228006730455,0.9996113486202876
0.06459390225526145,0.9996113486202876
0.0645955245247005,0.9996113486202876
0.06459714687562788,0.9996113486202876
0.06459876930804972,0.9996113486202876
0.06460039182197216,0.9996113486202876
0.06460201441740135,0.9996113486202876
0.06460363709434341,0.9996113486202876
0.0646052598528045,0.9996113486202876
0.06460688269279076,0.9996113486202876
0.06460850561430832,0.9996113486202876
0.06461012861736334,0.9996113486202876
0.06461175170196197,0.9996113486202876
0.06461337486811033,0.9996113486202876
0.0646149981158146,0.9996113486202876
0.0646166214450809,0.9996113486202876
0.06461824485591539,0.9996113486202876
0.0646198683483242,0.9996113486202876
0.0646214919223135,0.9996113486202876
0.06462311557788945,0.9996113486202876
0.06462473931505816,0.9996113486202876
0.06462636313382582,0.9996113486202876
0.06462798703419856,0.9996113486202876
0.06462961101618253,0.9996113486202876
0.0646312350797839,0.9996113486202876
0.06463285922500879,0.9996113486202876
0.06463448345186339,0.9996113486202876
0.06463610776035383,0.9996113486202876
0.0646377321504863,0.9996113486202876
0.0646393566222669,0.9996113486202876
0.06464098117570183,0.9996113486202876
0.06464260581079723,0.9996113486202876
0.06464423052755926,0.9996113486202876
0.06464585532599407,0.9996113486202876
0.06464748020610783,0.9996113486202876
0.0646491051679067,0.9996113486202876
0.06465073021139683,0.9996113486202876
0.06465235533658438,0.9996113486202876
0.06465398054347553,0.9996113486202876
0.06465560583207643,0.9996113486202876
0.06465723120239322,0.9996113486202876
0.06465885665443209,0.9996113486202876
0.06466048218819921,0.9996113486202876
0.06466210780370073,0.9996113486202876
0.0646637335009428,0.9996113486202876
0.06466535927993161,0.9996113486202876
0.06466698514067332,0.9996113486202876
0.0646686110831741,0.9996113486202876
0.06467023710744009,0.9996113486202876
0.0646718632134775,0.9996113486202876
0.06467348940129246,0.9996113486202876
0.06467511567089117,0.9996113486202876
0.06467674202227978,0.9996113486202876
0.06467836845546447,0.9996113486202876
0.0646799949704514,0.9996113486202876
0.06468162156724676,0.9996113486202876
0.0646832482458567,0.9996113486202876
0.0646848750062874,0.9996113486202876
0.06468650184854506,0.9996113486202876
0.06468812877263581,0.9996113486202876
0.06468975577856587,0.9996113486202876
0.06469138286634137,0.9996113486202876
0.06469301003596852,0.9996113486202876
0.06469463728745346,0.9996113486202876
0.06469626462080241,0.9996113486202876
0.06469789203602153,0.9996113486202876
0.06469951953311699,0.9996113486202876
0.06470114711209499,0.9996113486202876
0.06470277477296169,0.9996113486202876
0.06470440251572326,0.9996113486202876
0.06470603034038593,0.9996113486202876
0.06470765824695582,0.9996113486202876
0.06470928623543916,0.9996113486202876
0.0647109143058421,0.9996113486202876
0.06471254245817083,0.9996113486202876
0.06471417069243156,0.9996113486202876
0.06471579900863045,0.9996113486202876
0.06471742740677369,0.9996113486202876
0.06471905588686747,0.9996113486202876
0.06472068444891797,0.9996113486202876
0.06472231309293137,0.9996113486202876
0.06472394181891389,0.9996113486202876
0.06472557062687168,0.9996113486202876
0.06472719951681095,0.9996113486202876
0.06472882848873789,0.9996113486202876
0.06473045754265869,0.9996113486202876
0.06473208667857952,0.9996113486202876
0.06473371589650659,0.9996113486202876
0.0647353451964461,0.9996113486202876
0.06473697457840423,0.9996113486202876
0.06473860404238717,0.9996113486202876
0.06474023358840113,0.9996113486202876
0.06474186321645228,0.9996113486202876
0.06474349292654684,0.9996113486202876
0.064745122718691,0.9996113486202876
0.06474675259289095,0.9996113486202876
0.06474838254915288,0.9996113486202876
0.064750012587483,0.9996113486202876
0.06475164270788751,0.9996113486202876
0.06475327291037261,0.9996113486202876
0.06475490319494448,0.9996113486202876
0.06475653356160935,0.9996113486202876
0.06475816401037339,0.9996113486202876
0.06475979454124282,0.9996113486202876
0.06476142515422384,0.9996113486202876
0.06476305584932265,0.9996113486202876
0.06476468662654547,0.9996113486202876
0.06476631748589846,0.9996113486202876
0.06476794842738788,0.9996113486202876
0.0647695794510199,0.9996113486202876
0.06477121055680073,0.9996113486202876
0.06477284174473658,0.9996113486202876
0.06477447301483366,0.9996113486202876
0.06477610436709817,0.9996113486202876
0.06477773580153633,0.9996113486202876
0.06477936731815434,0.9996113486202876
0.06478099891695842,0.9996113486202876
0.06478263059795476,0.9996113486202876
0.06478426236114959,0.9996113486202876
0.06478589420654912,0.9996113486202876
0.06478752613415956,0.9996113486202876
0.0647891581439871,0.9996113486202876
0.06479079023603798,0.9996113486202876
0.06479242241031842,0.9996113486202876
0.06479405466683462,0.9996113486202876
0.06479568700559278,0.9996113486202876
0.06479731942659915,0.9996113486202876
0.06479895192985992,0.9996113486202876
0.06480058451538132,0.9996113486202876
0.06480221718316956,0.9996113486202876
0.06480384993323086,0.9996113486202876
0.06480548276557145,0.9996113486202876
0.06480711568019755,0.9996113486202876
0.06480874867711535,0.9996113486202876
0.06481038175633111,0.9996113486202876
0.06481201491785102,0.9996113486202876
0.06481364816168132,0.9996113486202876
0.06481528148782824,0.9996113486202876
0.06481691489629797,0.9996113486202876
0.06481854838709677,0.9996113486202876
